time,packet_type,source,current_node,next_hop,dest,hop_count,routing_direction
751.0127130229723,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0127255278675,SENSOR_DATA,"[7,3]",68,"[5,2]","[10,1]",,MESH
751.0127670073903,SENSOR_DATA,"[7,4]",78,"[7,3]","[7,3]",,DIRECT
751.0127977047478,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0128245129854,SENSOR_DATA,"[7,3]",48,"[10,1]","[10,1]",,DIRECT
751.0128823865232,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0129670682986,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.013051750074,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0131364318495,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.01314522296,SENSOR_DATA,"[22,2]",83,"[22,1]","[22,1]",,DIRECT
751.0131823712572,SENSOR_DATA,"[29,1]",51,"[19,2]","[3,4]",,MESH
751.013214888972,SENSOR_DATA,"[21,3]",93,"[21,1]","[21,1]",,DIRECT
751.0132211136249,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0132657857172,SENSOR_DATA,"[30,5]",40,"[32,2]","[32,2]",,DIRECT
751.0133057954004,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0133904771758,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0134751589512,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0135598407267,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0136445225021,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0137292042775,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0137686246795,SENSOR_DATA,"[36,1]",85,"[11,3]","[11,3]",,DIRECT
751.013813886053,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0138985678284,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0139832496038,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0139869013228,SENSOR_DATA,"[39,2]",31,"[26,3]","[0,3]",,MESH
751.0140014694965,SENSOR_DATA,"[32,2]",41,"[26,3]","[8,4]",,MESH
751.0140205103759,SENSOR_DATA,"[39,2]",32,"[26,254]","[0,3]",,TREE
751.0140496467232,SENSOR_DATA,"[32,2]",32,"[26,254]","[8,4]",,TREE
