node_id,start_time,registered_time,delta_time
34,119.3785152351845,2781.0128093583307,2661.6342941231464
72,48.4950662514144,3101.0145017618443,3052.51943551043
60,141.39568233750595,3201.0145487652553,3059.6188664277493
71,190.51569748124152,3301.0144888276027,3110.498791346361
68,115.00131878616537,3843.313091162756,3728.3117723765904
46,63.7676448476149,4310.0004172832,4246.232772435585
56,69.58109712410008,4341.0127595739805,4271.431662449881
65,10.289978692900203,4401.012584671578,4390.722605978678
12,86.38194359708594,4481.0122269095,4394.630283312414
32,23.896384266301183,4481.012230956218,4457.115846689917
57,99.97545602524079,4899.627087411797,4799.651631386557
6,36.106224134278996,4952.041181560222,4915.934957425943
5,4.263711854153596,4972.041134972145,4967.777423117992
15,36.97159187094314,4972.041135684911,4935.069543813967
39,23.508955143250244,4997.184947732922,4973.675992589672
