source_id,target_id,distance
6,81,538.308387
6,82,534.812988
6,83,509.899161
6,84,482.430003
6,85,487.382682
6,86,469.937097
6,87,504.844537
6,88,493.721088
6,89,543.268009
6,90,614.537507
6,91,567.203658
6,92,567.986589
6,93,573.930905
6,94,551.213844
6,95,560.115035
6,96,538.731316
6,97,547.558345
6,98,578.806402
6,99,597.601494
7,8,49.836340
7,9,93.747994
7,10,426.335737
7,11,392.740761
7,12,331.802455
7,13,278.308664
7,14,200.641694
7,15,131.230174
7,16,87.125364
7,17,62.539804
7,18,82.148055
7,19,131.122033
7,20,426.260160
7,21,390.032183
7,22,346.188090
7,23,278.225996
7,24,232.653550
7,25,175.800578
7,26,152.100063
7,27,129.812850
7,28,142.986221
7,29,179.884242
7,30,448.779447
7,31,390.190967
7,32,335.699801
7,33,294.764726
7,34,239.207865
7,35,220.116711
7,36,189.110911
7,37,166.909677
7,38,175.732140
7,39,201.471262
7,40,474.044919
7,41,412.933129
7,42,372.861957
7,43,333.905988
7,44,294.819622
7,45,245.159839
7,46,256.483656
7,47,237.014958
7,48,243.310788
7,49,252.951520
7,50,522.480891
7,51,456.046234
7,52,437.876965
7,53,388.096999
7,54,353.388247
7,55,328.555830
7,56,296.174090
7,57,297.238369
7,58,323.043552
7,59,342.797149
7,60,552.482035
7,61,487.659126
7,62,443.206621
7,63,413.809015
7,64,387.742198
7,65,385.247976
7,66,375.541157
7,67,344.257977
7,68,381.056074
7,69,390.216683
7,70,580.953756
7,71,540.545975
7,72,500.411135
7,73,488.269847
7,74,445.731383
7,75,425.482378
7,76,415.723786
7,77,409.266088
7,78,442.638238
7,79,458.437183
7,80,613.931536
7,81,581.501825
7,82,567.466180
7,83,531.233952
7,84,495.452383
7,85,488.254095
7,86,458.024088
7,87,484.066673
7,88,463.809085
7,89,499.899253
7,90,655.986822
7,91,601.625071
7,92,596.965253
7,93,592.121299
7,94,561.899345
7,95,558.032288
7,96,524.928050
7,97,525.957619
7,98,547.584622
7,99,559.260555
8,9,48.342873
8,10,471.614457
8,11,436.999302
8,12,375.451355
8,13,321.617753
8,14,242.614161
8,15,168.681766
8,16,121.838198
8,17,72.545070
8,18,48.505739
8,19,84.878527
8,20,468.114371
8,21,430.829111
8,22,384.505659
8,23,316.379262
8,24,269.189519
8,25,200.864163
8,26,170.957861
8,27,117.937611
8,28,115.445488
8,29,135.037720
8,30,486.735726
8,31,426.713281
8,32,368.587857
8,33,325.077258
8,34,265.871839
8,35,241.726813
8,36,199.142714
8,37,153.452212
8,38,153.755495
8,39,164.027794
8,40,506.498620
8,41,444.452959
8,42,402.457822
8,43,356.400269
8,44,315.252805
8,45,256.202252
8,46,253.630644
8,47,223.303243
8,48,222.060815
8,49,216.950943
8,50,551.882960
8,51,484.456659
8,52,461.349787
8,53,407.131991
8,54,364.096237
8,55,331.928894
8,56,294.141898
8,57,281.332846
8,58,300.879198
8,59,310.028184
8,60,578.575349
8,61,511.870228
8,62,460.481246
8,63,426.016579
8,64,394.116665
8,65,383.811900
8,66,369.578648
8,67,328.676468
8,68,357.977735
8,69,360.718301
8,70,601.730660
8,71,558.212408
8,72,516.260614
8,73,497.539697
8,74,451.531700
8,75,424.595973
8,76,406.962810
8,77,392.592006
8,78,419.984571
8,79,429.493573
8,80,634.102300
8,81,598.595640
8,82,578.909479
8,83,536.915073
8,84,497.091050
8,85,483.378674
8,86,446.612036
8,87,467.386346
8,88,442.382705
8,89,470.691114
8,90,671.521720
8,91,613.711635
8,92,606.109632
8,93,595.416776
8,94,561.423454
8,95,550.644339
8,96,511.536927
8,97,508.298100
8,98,524.468944
8,99,532.209377
9,10,519.126659
9,11,484.836660
9,12,423.417754
9,13,369.630416
9,14,290.787061
9,15,217.021238
9,16,170.157129
9,17,118.477165
9,18,74.875838
9,19,75.466785
9,20,516.380985
9,21,479.157850
9,22,432.799188
9,23,364.682833
9,24,317.403402
9,25,247.101472
9,26,215.678764
9,27,149.480003
9,28,133.264479
9,29,122.449575
9,30,534.977298
9,31,474.819566
9,32,416.121374
9,33,372.095586
9,34,312.109979
9,35,286.483041
9,36,239.654152
9,37,181.056659
9,38,173.765972
9,39,163.851430
9,40,553.772813
9,41,491.559337
9,42,449.105835
9,43,400.744479
9,44,358.988833
9,45,296.184390
9,46,285.285008
9,47,247.405476
9,48,239.187847
9,49,216.186842
9,50,598.243073
9,51,530.590522
9,52,505.714820
9,53,449.762198
9,54,402.735549
9,55,366.467997
9,56,325.577817
9,57,301.828048
9,58,314.769406
9,59,311.127083
9,60,623.737845
9,61,556.411919
9,62,502.042597
9,63,465.072828
9,64,429.946540
9,65,414.474896
9,66,396.993421
9,67,348.505096
9,68,369.821865
9,69,365.112255
9,70,644.582439
9,71,599.647073
9,72,556.885681
9,73,534.506817
9,74,486.582523
9,75,455.270488
9,76,431.686202
9,77,410.430616
9,78,431.434131
9,79,433.646480
9,80,676.602298
9,81,639.629993
9,82,616.853111
9,83,571.418022
9,84,529.048318
9,85,510.565400
9,86,468.669442
9,87,484.405809
9,88,454.882625
9,89,474.094099
9,90,711.551774
9,91,651.925167
9,92,642.561574
9,93,628.042765
9,94,591.495287
9,95,575.349706
9,96,531.274682
9,97,524.015268
9,98,534.427484
9,99,537.677338
10,11,39.599093
10,12,99.662532
10,13,152.416186
10,14,231.634692
10,15,308.558954
10,16,354.153040
10,17,413.929829
10,18,474.014477
10,19,529.274386
10,20,63.889567
10,21,86.478846
10,22,135.009873
10,23,180.339665
10,24,224.640960
10,25,314.271606
10,26,349.042398
10,27,442.909772
10,28,486.221561
10,29,562.446395
10,30,126.440963
10,31,141.101979
10,32,191.526841
10,33,226.924995
10,34,273.944759
10,35,308.405356
10,36,368.841084
10,37,452.519923
10,38,482.320055
10,39,549.420945
10,40,204.514517
10,41,198.764128
10,42,216.669376
10,43,279.186752
10,44,296.823867
10,45,356.786426
10,46,427.661901
10,47,472.372975
10,48,507.607698
10,49,578.211505
10,50,262.273150
10,51,242.833592
10,52,286.427696
10,53,312.676704
10,54,368.472000
10,55,410.626901
10,56,433.263825
10,57,507.556416
10,58,554.219113
10,59,625.231378
10,60,314.606693
10,61,298.774732
10,62,344.671859
10,63,375.596448
10,64,409.829255
10,65,462.691116
10,66,487.634695
10,67,529.680189
10,68,595.594630
10,69,640.506560
10,70,385.178839
10,71,389.415602
10,72,383.564713
10,73,433.423449
10,74,439.188294
10,75,478.297630
10,76,526.942625
10,77,574.328550
10,78,635.057157
10,79,688.010888
10,80,413.198035
10,81,420.174765
10,82,461.831378
10,83,487.746979
10,84,498.267685
10,85,542.942866
10,86,570.353606
10,87,624.061666
10,88,642.019019
10,89,722.166689
10,90,486.429773
10,91,478.834108
10,92,501.367603
10,93,547.409462
10,94,557.247921
10,95,608.326929
10,96,629.528223
10,97,661.002886
10,98,716.563308
10,99,754.339253
11,12,62.071069
11,13,115.827984
11,14,195.385800
11,15,272.066406
11,16,318.177611
11,17,377.551021
11,18,437.548320
11,19,492.435429
11,20,52.493231
11,21,55.417393
11,22,97.389692
11,23,140.830674
11,24,185.623659
11,25,275.254918
11,26,310.259207
11,27,404.508303
11,28,447.925105
11,29,524.647796
11,30,112.978699
11,31,111.123388
11,32,154.656132
11,33,188.100261
11,34,234.349888
11,35,268.811001
11,36,329.364925
11,37,413.442470
11,38,443.294904
11,39,510.686417
11,40,187.770318
11,41,171.422071
11,42,183.624895
11,43,242.623671
11,44,258.426231
11,45,317.327976
11,46,388.193051
11,47,432.775526
11,48,468.034420
11,49,538.930891
11,50,248.300172
11,51,219.704582
11,52,258.522067
11,53,279.303967
11,54,331.989157
11,55,372.649691
11,56,394.296526
11,57,468.138855
11,58,514.782713
11,59,585.636912
11,60,299.837176
11,61,276.152713
11,62,314.753362
11,63,342.348201
11,64,374.214373
11,65,425.860566
11,66,450.007466
11,67,490.717923
11,68,556.526294
11,69,601.126928
11,70,367.464916
11,71,366.566114
11,72,356.976544
11,73,403.269441
11,74,405.930709
11,75,442.797660
11,76,489.878250
11,77,536.144356
11,78,596.629376
11,79,649.068206
11,80,397.079544
11,81,399.531776
11,82,436.757273
11,83,458.202606
11,84,465.852163
11,85,508.498569
11,86,533.786651
11,87,587.055622
11,88,603.989052
11,89,683.491160
11,90,468.591077
11,91,455.850557
11,92,476.397593
11,93,519.249994
11,94,526.455594
11,95,575.073629
11,96,593.927791
11,97,624.493185
11,98,679.279658
11,99,716.469903
12,13,53.892481
12,14,133.406875
12,15,210.008021
12,16,256.195707
12,17,315.491940
12,18,375.480442
12,19,430.376247
12,20,97.670302
12,21,70.158875
12,22,69.122136
12,23,84.603188
12,24,125.767661
12,25,215.189986
12,26,249.617192
12,27,343.260763
12,28,386.559701
12,29,462.891299
12,30,140.390141
12,31,107.660326
12,32,121.477853
12,33,142.526301
12,34,179.604585
12,35,212.767182
12,36,271.266670
12,37,353.429066
12,38,383.127514
12,39,449.899728
12,40,201.579579
12,41,165.817730
12,42,161.888404
12,43,206.040065
12,44,213.444318
12,45,264.454725
12,46,334.822290
12,47,376.348768
12,48,410.796617
12,49,479.524014
12,50,263.131259
12,51,219.564303
12,52,246.109939
12,53,252.061332
12,54,293.708810
12,55,328.092347
12,56,344.690642
12,57,415.009491
12,58,461.352639
12,59,529.682277
12,60,311.413706
12,61,274.338776
12,62,295.676862
12,63,313.955860
12,64,338.247537
12,65,385.257868
12,66,406.270672
12,67,440.689511
12,68,505.675475
12,69,548.030619
12,70,372.193501
12,71,361.700090
12,72,344.561530
12,73,381.827178
12,74,376.495350
12,75,406.432941
12,76,447.981665
12,77,489.699597
12,78,548.917314
12,79,598.718708
12,80,403.995952
12,81,398.262603
12,82,426.119796
12,83,437.451967
12,84,437.955296
12,85,474.716415
12,86,493.346485
12,87,544.872281
12,88,557.940615
12,89,634.425716
12,90,471.354887
12,91,449.163274
12,92,465.434919
12,93,500.989552
12,94,502.037892
12,95,544.091401
12,96,556.235773
12,97,583.820116
12,98,635.805898
12,99,670.748399
13,14,79.557817
13,15,156.313541
13,16,202.350469
13,17,261.784346
13,18,321.820496
13,19,376.911160
13,20,148.744597
13,21,115.364908
13,22,87.532167
13,23,54.006930
13,24,79.787697
13,25,166.504513
13,26,199.554303
13,27,291.745272
13,28,334.757671
13,29,410.264201
13,30,181.919921
13,31,135.139477
13,32,119.415173
13,33,121.147471
13,34,141.118122
13,35,171.030626
13,36,225.302406
13,37,303.962711
13,38,333.328561
13,39,398.994548
13,40,231.234760
13,41,183.897828
13,42,166.170496
13,43,190.722459
13,44,187.434321
13,45,226.205307
13,46,294.809295
13,47,331.920994
13,48,365.085995
13,49,430.615568
13,50,290.858071
13,51,238.029024
13,52,252.885774
13,53,244.403863
13,54,272.685498
13,55,299.051526
13,56,309.315814
13,57,374.560908
13,58,420.233932
13,59,485.161923
13,60,335.326897
13,61,288.937995
13,62,294.296595
13,63,302.870511
13,64,318.620510
13,65,359.706790
13,66,376.945291
13,67,403.787008
13,68,467.372875
13,69,506.896953
13,70,389.382089
13,71,371.177083
13,72,347.853434
13,73,375.912405
13,74,362.853484
13,75,385.117580
13,76,420.200136
13,77,456.520143
13,78,513.935219
13,79,560.543596
13,80,422.345045
13,81,410.025226
13,82,429.305970
13,83,431.196746
13,84,424.797092
13,85,455.171479
13,86,466.677066
13,87,515.929177
13,88,524.741529
13,89,597.541918
13,90,485.327217
13,91,455.449872
13,92,467.725327
13,93,496.188303
13,94,491.424505
13,95,526.646856
13,96,531.911309
13,97,556.206459
13,98,604.953828
13,99,637.351706
14,15,76.937713
14,16,122.794208
14,17,182.313354
14,18,242.386445
14,19,297.697957
14,20,225.771714
14,21,189.432891
14,22,148.166256
14,23,82.711194
14,24,51.145318
14,25,101.337395
14,26,128.839549
14,27,216.175775
14,28,258.394520
14,29,332.277115
14,30,250.204111
14,31,194.596717
14,32,152.212504
14,33,126.483195
14,34,106.832928
14,35,123.506335
14,36,163.273350
14,37,232.355463
14,38,260.750770
14,39,323.962175
14,40,285.517538
14,41,228.921869
14,42,197.385686
14,43,190.967176
14,44,170.096220
14,45,180.808978
14,46,242.167563
14,47,269.704255
14,48,299.864024
14,49,358.942562
14,50,340.440393
14,51,279.213707
14,52,278.410153
14,53,250.439767
14,54,255.475371
14,55,266.489911
14,56,264.853629
14,57,318.860673
14,58,362.512505
14,59,420.742516
14,60,378.770852
14,61,322.471848
14,62,305.929596
14,63,299.624923
14,64,301.003353
14,65,330.505352
14,66,340.775741
14,67,353.798920
14,68,413.856940
14,69,448.073341
14,70,422.553132
14,71,394.522611
14,72,363.489666
14,73,377.104660
14,74,352.781958
14,75,362.014208
14,76,385.424062
14,77,411.898339
14,78,465.390987
14,79,506.160530
14,80,456.217326
14,81,435.309380
14,82,442.051254
14,83,430.082686
14,84,413.370843
14,85,432.922296
14,86,432.677316
14,87,477.321494
14,88,479.012522
14,89,544.948131
14,90,511.904121
14,91,471.933955
14,92,478.205841
14,93,495.636307
14,94,482.227894
14,95,506.209582
14,96,500.509862
14,97,519.157177
14,98,562.089234
14,99,590.070665
15,16,46.967046
15,17,105.484635
15,18,165.507101
15,19,220.763840
15,20,300.123791
15,21,262.357617
15,22,216.002505
15,23,147.858279
15,24,101.483580
15,25,66.278095
15,26,71.948298
15,27,143.648549
15,28,184.277107
15,29,256.119268
15,30,318.436037
15,31,259.182316
15,32,204.944317
15,33,165.975157
15,34,116.926604
15,35,110.029571
15,36,117.065103
15,37,165.291794
15,38,191.605520
15,39,250.954606
15,40,343.171385
15,41,282.547618
15,42,243.882149
15,43,214.017989
15,44,180.157169
15,45,156.489896
15,46,201.238180
15,47,214.400977
15,48,239.546709
15,49,289.573818
15,50,392.952279
15,51,327.470047
15,52,314.468188
15,53,272.025419
15,54,254.464401
15,55,248.026195
15,56,232.575684
15,57,269.927509
15,58,309.783154
15,59,359.079627
15,60,425.364966
15,61,362.851767
15,62,328.579073
15,63,309.002228
15,64,296.085264
15,65,311.638317
15,66,313.757280
15,67,310.465976
15,68,364.804179
15,69,392.378559
15,70,459.395969
15,71,423.640254
15,72,386.919189
15,73,386.697794
15,74,352.563315
15,75,348.113048
15,76,358.123067
15,77,372.915905
15,78,420.842402
15,79,454.551517
15,80,492.873086
15,81,464.936571
15,82,460.177715
15,83,435.550569
15,84,409.327646
15,85,417.277038
15,86,404.704840
15,87,443.306208
15,88,437.280428
15,89,494.776708
15,90,540.948432
15,91,492.696076
15,92,493.265458
15,93,499.813565
15,94,478.323112
15,95,490.474896
15,96,473.610296
15,97,485.955266
15,98,522.048293
15,99,545.007552
16,17,60.284857
16,18,120.241003
16,19,176.227720
16,20,347.036904
16,21,309.324550
16,22,262.677757
16,23,194.544751
16,24,147.548938
16,25,91.224097
16,26,75.824839
16,27,111.770943
16,28,147.881613
16,29,214.528864
16,30,364.974049
16,31,305.260029
16,32,248.995938
16,33,207.642241
16,34,152.803607
16,35,136.825663
16,36,120.580119
16,37,140.679651
16,38,162.877046
16,39,215.201971
16,40,387.336277
16,41,325.989066
16,42,285.736733
16,43,248.652371
16,44,211.063999
16,45,171.303546
16,46,200.641165
16,47,200.455861
16,48,219.549160
16,49,258.228053
16,50,435.362464
16,51,368.940611
16,52,351.824151
16,53,304.396844
16,54,276.746151
16,55,260.664701
16,56,236.766232
16,57,259.599959
16,58,295.055669
16,59,335.147258
16,60,465.598908
16,61,401.275224
16,62,360.273831
16,63,334.951743
16,64,314.949631
16,65,321.872932
16,66,318.646269
16,67,303.561412
16,68,352.105411
16,69,373.561310
16,70,495.672064
16,71,456.949277
16,72,418.117568
16,73,411.313831
16,74,372.657731
16,75,360.501416
16,76,361.758309
16,77,367.975137
16,78,410.881815
16,79,438.494154
16,80,528.859410
16,81,498.112882
16,82,488.100093
16,83,457.365213
16,84,426.327883
16,85,427.328351
16,86,407.015209
16,87,440.852952
16,88,429.259887
16,89,479.498396
16,90,573.343138
16,91,521.588300
16,92,519.375064
16,93,520.223363
16,94,494.490864
16,95,499.496944
16,96,475.660919
16,97,483.544719
16,98,514.344158
16,99,533.321663
17,18,60.098389
17,19,115.943378
17,20,404.675417
17,21,366.281265
