node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
89,87,136.736199,ROUTER,8,349.1174622259909
92,94,119.496805,REGISTERED,7,400.10025652513093
93,94,54.260396,REGISTERED,7,400.1001912887219
94,82,137.028326,ROUTER,6,376.97759135743684
94,83,73.168687,REGISTERED,6,369.1172922922013
95,94,77.978197,REGISTERED,7,400.1002150065227
96,95,75.262575,CLUSTER_HEAD,8,299.11879936981205
96,87,54.701280,ROUTER,8,349.11738019107173
96,76,115.726161,UNREGISTERED,7,375.10037774576574
96,86,68.916879,CLUSTER_HEAD,7,284.1168089288718
96,85,93.065173,CLUSTER_HEAD,7,294.11863266940367
96,77,121.611135,REGISTERED,7,299.1164010989419
97,87,42.727355,ROUTER,8,349.1173682171469
97,76,136.081479,UNREGISTERED,7,375.10039810108384
97,86,90.712849,CLUSTER_HEAD,7,284.1168307248419
97,77,116.746962,REGISTERED,7,299.1163962347685
97,98,65.951057,REGISTERED,9,299.11728988795187
98,87,93.299284,ROUTER,8,349.1174187890752
99,98,50.377968,REGISTERED,9,299.11727431486287
99,87,137.376920,ROUTER,8,349.1174628667117
