packet_id,packet_type,source_gui,dest_gui,created_at,received_at,delay,path
7287,TABLE_SHARE,85,,498.671742262679,498.67179322458134,5.0961902331891906e-05,85 -> 76
7286,TABLE_SHARE,85,,498.671742262679,498.67180055170337,5.828902436633143e-05,85 -> 75
7295,TABLE_SHARE,85,,498.671742262679,498.6718130328063,7.077012730860588e-05,85 -> 86
7289,TABLE_SHARE,85,,498.671742262679,498.67181545487745,7.319219844248437e-05,85 -> 74
7294,TABLE_SHARE,85,,498.671742262679,498.6718162854285,7.402274951573418e-05,85 -> 84
7291,TABLE_SHARE,85,,498.671742262679,498.6718233639659,8.110128692351282e-05,85 -> 95
7288,TABLE_SHARE,85,,498.671742262679,498.6718400750466,9.78123675849929e-05,85 -> 77
7293,TABLE_SHARE,85,,498.671742262679,498.67184020045653,9.793777752520327e-05,85 -> 94
7297,SENSOR_DATA,85,,498.671742262679,498.6719295037245,0.00018724104552347853,85 -> 77 -> 88
7306,TABLE_SHARE,84,,498.671925825832,498.6719617232442,3.5897412203667045e-05,84 -> 94
7310,TABLE_SHARE,84,,498.671925825832,498.6719796852539,5.385942193925075e-05,84 -> 93
7302,TABLE_SHARE,84,,498.671925825832,498.6719857634402,5.9937608227755845e-05,84 -> 74
7301,TABLE_SHARE,84,,498.671925825832,498.6719998485815,7.402274951573418e-05,84 -> 85
7304,TABLE_SHARE,84,,498.671925825832,498.6720192714934,9.344566143454358e-05,84 -> 95
7308,TABLE_SHARE,84,,498.671925825832,498.67202484020595,9.901437397275004e-05,84 -> 73
7323,TABLE_SHARE,83,,498.6719850614986,498.6720355954042,5.0533905607608176e-05,83 -> 93
7325,SENSOR_DATA,83,,498.6719850614986,498.6720355954042,5.0533905607608176e-05,83 -> 93
7318,TABLE_SHARE,83,,498.6719850614986,498.6720412673843,5.62058856985459e-05,83 -> 84
7317,TABLE_SHARE,83,,498.6719850614986,498.6720496486887,6.458719008151093e-05,83 -> 94
7321,TABLE_SHARE,83,,498.6719850614986,498.67205603282275,7.097132413491636e-05,83 -> 73
7320,TABLE_SHARE,83,,498.6719850614986,498.6720579186664,7.285716776550544e-05,83 -> 92
7324,TABLE_SHARE,83,,498.6719850614986,498.6720589105149,7.38490163030292e-05,83 -> 82
7314,TABLE_SHARE,83,,498.6719850614986,498.6720647443291,7.968283046011493e-05,83 -> 74
7322,TABLE_SHARE,83,,498.6719850614986,498.67206509067233,8.00291737164116e-05,83 -> 72
7319,TABLE_SHARE,83,,498.6719850614986,498.6720981444763,0.00011308297769119235,83 -> 63
7315,TABLE_SHARE,83,,498.6719850614986,498.67210995050874,0.0001248890101237521,83 -> 64
7316,TABLE_SHARE,83,,498.6719850614986,498.67212500832466,0.00013994682603879482,83 -> 75
7330,TABLE_SHARE,99,,500.4314327698045,500.4314789221769,4.6152372419783205e-05,99 -> 89
7329,TABLE_SHARE,99,,500.4314327698045,500.4315275518178,9.478201332058234e-05,99 -> 98
7332,SENSOR_DATA,99,,500.4314327698045,500.4316045157802,0.0001717459757060169,99 -> 98 -> 87
7335,TABLE_SHARE,17,,500.62762090237106,500.6276573647357,3.646236461918306e-05,17 -> 16
7341,SENSOR_DATA,17,,500.62762090237106,500.6276573647357,3.646236461918306e-05,17 -> 16
7337,TABLE_SHARE,17,,500.62762090237106,500.6276727001052,5.179773415875388e-05,17 -> 7
7334,TABLE_SHARE,17,,500.62762090237106,500.62768661097937,6.570860830379388e-05,17 -> 27
7339,TABLE_SHARE,17,,500.62762090237106,500.62770232185625,8.14194851841421e-05,17 -> 6
7338,TABLE_SHARE,17,,500.62762090237106,500.62771721871525,9.631634418383328e-05,17 -> 18
7345,TABLE_SHARE,43,,500.8823861479383,500.8824248435218,3.869558349833824e-05,43 -> 44
7342,SENSOR_DATA,45,,500.882207695734,500.8824424099738,0.0002347142398093638,45 -> 46 -> 36 -> 25
7347,TABLE_SHARE,43,,500.8823861479383,500.88244669251276,6.054457446680317e-05,43 -> 33
7351,TABLE_SHARE,43,,500.8823861479383,500.8824601549661,7.400702781978907e-05,43 -> 53
7352,TABLE_SHARE,43,,500.8823861479383,500.8824660620531,7.991411479224553e-05,43 -> 52
7353,TABLE_SHARE,43,,500.8823861479383,500.88246949108344,8.334314514968355e-05,43 -> 34
7350,TABLE_SHARE,43,,500.8823861479383,500.88248018211283,9.40341745376827e-05,43 -> 32
7344,TABLE_SHARE,43,,500.8823861479383,500.88248720897553,0.00010106103724183413,43 -> 45
7348,TABLE_SHARE,43,,500.8823861479383,500.88248824085974,0.00010209292145191284,43 -> 54
7356,TABLE_SHARE,43,,500.8823861479383,500.8825098050324,0.00012365709409323244,43 -> 23
7357,TABLE_SHARE,43,,500.8823861479383,500.8825115563702,0.00012540843192709872,43 -> 51
7346,TABLE_SHARE,43,,500.8823861479383,500.8825131296837,0.0001269817453817268,43 -> 35
7354,TABLE_SHARE,43,,500.8823861479383,500.8825167707069,0.00013062276860864586,43 -> 63
7355,TABLE_SHARE,43,,500.8823861479383,500.8825172536181,0.00013110567982721477,43 -> 62
7349,TABLE_SHARE,43,,500.8823861479383,500.8825221650776,0.0001360171393116616,43 -> 64
7363,TABLE_SHARE,64,,500.8824961430389,500.8825515894812,5.544644227484241e-05,64 -> 54
7372,TABLE_SHARE,64,,500.8824961430389,500.88255991587613,6.377283722258653e-05,64 -> 63
7364,TABLE_SHARE,64,,500.8824961430389,500.8825621338419,6.599080296609827e-05,64 -> 74
7373,TABLE_SHARE,64,,500.8824961430389,500.88256380289994,6.765986103118848e-05,64 -> 73
7361,TABLE_SHARE,64,,500.8824961430389,500.88257190396246,7.576092355066066e-05,64 -> 55
7366,TABLE_SHARE,64,,500.8824961430389,500.88257719109674,8.104805783659685e-05,64 -> 65
7362,TABLE_SHARE,64,,500.8824961430389,500.8825789832643,8.284022538873614e-05,64 -> 75
7367,TABLE_SHARE,64,,500.8824961430389,500.8825870571875,9.091414858630742e-05,64 -> 53
7358,SENSOR_DATA,43,,500.8823861479383,500.88261002061,0.00022387267171097847,43 -> 32 -> 31 -> 40
7370,TABLE_SHARE,64,,500.8824961430389,500.88261007759223,0.00011393455332608937,64 -> 66
7374,TABLE_SHARE,64,,500.8824961430389,500.8826108115857,0.0001146685468143005,64 -> 62
7376,TABLE_SHARE,64,,500.8824961430389,500.88262103204903,0.0001248890101237521,64 -> 83
7375,TABLE_SHARE,64,,500.8824961430389,500.88262810441694,0.00013196137803106467,64 -> 72
7369,TABLE_SHARE,64,,500.8824961430389,500.8826298987291,0.00013375569017171074,64 -> 56
7365,TABLE_SHARE,64,,500.8824961430389,500.8826321601782,0.0001360171393116616,64 -> 43
7371,TABLE_SHARE,64,,500.8824961430389,500.8826322780313,0.00013613499237408178,64 -> 76
7360,TABLE_SHARE,64,,500.8824961430389,500.88263306849655,0.0001369254576388812,64 -> 45
7377,SENSOR_DATA,64,,500.8824961430389,500.8829310408308,0.000434897791876665,64 -> 55 -> 54 -> 35 -> 46 -> 36 -> 26
7385,TABLE_SHARE,32,,500.88355825648443,500.8836005054311,4.224894667004264e-05,32 -> 41
7384,TABLE_SHARE,32,,500.88355825648443,500.88361040672754,5.2150243107007554e-05,32 -> 31
7379,TABLE_SHARE,32,,500.88355825648443,500.88361045690147,5.2200417030690005e-05,32 -> 42
7380,TABLE_SHARE,32,,500.88355825648443,500.8836355831344,7.732664994364313e-05,32 -> 22
7378,TABLE_SHARE,32,,500.88355825648443,500.883652290659,9.40341745376827e-05,32 -> 43
7386,TABLE_SHARE,32,,500.88355825648443,500.8836575365912,9.928010678095234e-05,32 -> 51
7390,JOIN_REQUEST,14,,502.1476835512868,502.14776116680326,7.761551648854947e-05,14 -> 3
7391,NETWORK_REQUEST,3,,502.14776116680326,502.1487168629739,0.0009556961706493894,3 -> 12 -> 21 -> 31 -> 42 -> 52 -> 63 -> 74 -> 65 -> 56 -> 37 -> 28
7394,SENSOR_DATA,44,,504.91268696682357,504.91288435086364,0.00019738404006375276,44 -> 45 -> 46 -> 47
7398,TABLE_SHARE,79,,505.43097701225133,505.43102300164776,4.598939642619371e-05,79 -> 78
7396,TABLE_SHARE,79,,505.43097701225133,505.4310462886823,6.927643096332758e-05,79 -> 88
7400,TABLE_SHARE,79,,505.43097701225133,505.4310528377571,7.582550574625202e-05,79 -> 69
7399,TABLE_SHARE,79,,505.43097701225133,505.431054229299,7.721704764662718e-05,79 -> 89
7401,SENSOR_DATA,79,,505.43097701225133,505.43110496906377,0.00012795681243460422,79 -> 78 -> 77
7406,TABLE_SHARE,37,,505.52350028875105,505.523541903254,4.161450294759561e-05,37 -> 36
7407,TABLE_SHARE,37,,505.52350028875105,505.5235430369265,4.274817547411658e-05,37 -> 47
7403,TABLE_SHARE,37,,505.52350028875105,505.523555209185,5.492043396770896e-05,37 -> 46
7404,TABLE_SHARE,37,,505.52350028875105,505.5235595502896,5.9261538524424395e-05,37 -> 38
7405,TABLE_SHARE,37,,505.52350028875105,505.5235666568776,6.636812656779512e-05,37 -> 27
